Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Age""), ""26"", 0)",,,,2022-05-24 19:33:45,2022-05-24 19:33:46,0.707s,PASSED
"tap(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0)",,,,2022-05-24 19:33:46,2022-05-24 19:33:47,0.704s,PASSED
"tapAndHold(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0, 0)",,,,2022-05-24 19:33:47,2022-05-24 19:33:50,3.389s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (1)""), 0)",,,,2022-05-24 19:33:50,2022-05-24 19:33:50,0.265s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.view.View (3)""), 0, 0)",,,,2022-05-24 19:33:50,2022-05-24 19:33:54,3.367s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (2)""), 0, 0)",,,,2022-05-24 19:33:54,2022-05-24 19:33:56,2.650s,PASSED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-24 19:33:56,2022-05-24 19:34:01,5.098s,PASSED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-24 19:33:57,2022-05-24 19:33:58,1.231s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Logout/android.view.View""), 0, 0)",,,,2022-05-24 19:33:58,2022-05-24 19:34:00,2.633s,PASSED
closeApplication(),,,,2022-05-24 19:34:00,2022-05-24 19:34:01,0.983s,PASSED
,,,,,,,
Test Cases/Customer/Login,,,,2022-05-24 19:34:01,2022-05-24 19:34:35,33.081s,PASSED
"startApplication(""C:\Users\prabh\Documents\GitHub\SwapMateClientMobileApplication\build\app\outputs\flutter-apk\app.apk"", true)",,,,2022-05-24 19:34:02,2022-05-24 19:34:15,13.444s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Login/android.widget.Button (1)""), 0, 0)",,,,2022-05-24 19:34:15,2022-05-24 19:34:18,2.981s,PASSED
"tap(findTestObject(""Object Repository/Customer/Login/android.widget.EditText - Username""), 0)",,,,2022-05-24 19:34:18,2022-05-24 19:34:19,0.782s,PASSED
"setText(findTestObject(""Customer/Login/android.widget.EditText - Username""), ""pubzzz2002@gmail.com"", 0)",,,,2022-05-24 19:34:19,2022-05-24 19:34:20,0.862s,PASSED
"tap(findTestObject(""Object Repository/Customer/Login/android.widget.EditText - Password""), 0)",,,,2022-05-24 19:34:20,2022-05-24 19:34:21,0.763s,PASSED
"setText(findTestObject(""Customer/Login/android.widget.EditText - Password""), ""123456"", 0)",,,,2022-05-24 19:34:21,2022-05-24 19:34:21,0.697s,PASSED
hideKeyboard(),,,,2022-05-24 19:34:21,2022-05-24 19:34:23,1.915s,PASSED
"tap(findTestObject(""Object Repository/Customer/Login/android.widget.Button (2)""), 0, STOP_ON_FAILURE)",,,,2022-05-24 19:34:23,2022-05-24 19:34:25,1.353s,PASSED
sleep(10000),,,,2022-05-24 19:34:25,2022-05-24 19:34:35,10.002s,PASSED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-24 19:34:35,2022-05-24 19:34:39,4.573s,PASSED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-24 19:34:35,2022-05-24 19:34:36,1.108s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Logout/android.view.View""), 0, 0)",,,,2022-05-24 19:34:36,2022-05-24 19:34:38,2.644s,PASSED
closeApplication(),,,,2022-05-24 19:34:38,2022-05-24 19:34:39,0.816s,PASSED
