Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tapAndHold(findTestObject(""Object Repository/Customer/Login/android.widget.Button (1)""), 0, 0)",,,,2022-05-21 19:27:58,2022-05-21 19:28:01,2.808s,PASSED
"tap(findTestObject(""Object Repository/Customer/Login/android.widget.EditText - Username""), 0)",,,,2022-05-21 19:28:01,2022-05-21 19:28:02,0.651s,PASSED
"setText(findTestObject(""Customer/Login/android.widget.EditText - Username""), ""pubzzz2002@gmail.com"", 0)",,,,2022-05-21 19:28:02,2022-05-21 19:28:03,0.817s,PASSED
"tap(findTestObject(""Object Repository/Customer/Login/android.widget.EditText - Password""), 0)",,,,2022-05-21 19:28:03,2022-05-21 19:28:03,0.745s,PASSED
"setText(findTestObject(""Customer/Login/android.widget.EditText - Password""), ""123456"", 0)",,,,2022-05-21 19:28:03,2022-05-21 19:28:04,0.679s,PASSED
hideKeyboard(),,,,2022-05-21 19:28:04,2022-05-21 19:28:06,1.777s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Login/android.widget.Button (2)""), 0, 0)",,,,2022-05-21 19:28:06,2022-05-21 19:28:09,3.030s,PASSED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-21 19:28:09,2022-05-21 19:28:40,31.554s,FAILED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-21 19:28:09,2022-05-21 19:28:10,1.125s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Logout/android.view.View""), 0, 0)",,,,2022-05-21 19:28:10,2022-05-21 19:28:40,30.423s,FAILED
