Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.EditText - Age""), 0)",,,,2022-05-24 19:23:37,2022-05-24 19:23:38,0.723s,PASSED
"setText(findTestObject(""Customer/Update Profile/android.widget.EditText - Age""), ""26"", 0)",,,,2022-05-24 19:23:38,2022-05-24 19:23:39,0.820s,PASSED
"tap(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0)",,,,2022-05-24 19:23:39,2022-05-24 19:23:39,0.712s,PASSED
"tapAndHold(findTestObject(""Customer/Update Profile/android.view.View (2)""), 0, 0)",,,,2022-05-24 19:23:39,2022-05-24 19:23:43,3.400s,PASSED
"tap(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (1)""), 0)",,,,2022-05-24 19:23:43,2022-05-24 19:23:43,0.266s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.view.View (3)""), 0, 0)",,,,2022-05-24 19:23:43,2022-05-24 19:23:46,3.369s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Update Profile/android.widget.Button (2)""), 0, 0)",,,,2022-05-24 19:23:46,2022-05-24 19:23:49,2.635s,PASSED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-24 19:23:49,2022-05-24 19:23:54,5.023s,PASSED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-24 19:23:49,2022-05-24 19:23:50,1.172s,PASSED
"tapAndHold(findTestObject(""Object Repository/Customer/Logout/android.view.View""), 0, 0)",,,,2022-05-24 19:23:50,2022-05-24 19:23:53,2.628s,PASSED
closeApplication(),,,,2022-05-24 19:23:53,2022-05-24 19:23:54,0.979s,PASSED
,,,,,,,
Test Cases/Customer/Login,,,,2022-05-24 19:23:54,2022-05-24 19:23:56,1.707s,FAILED
"startApplication(""C:\Users\prabh\Documents\GitHub\SwapMateMobile\build\app\outputs\flutter-apk\app.apk"", true)",,,,2022-05-24 19:23:54,2022-05-24 19:23:56,1.416s,FAILED
,,,,,,,
Test Cases/Customer/Logout,,,,2022-05-24 19:23:56,2022-05-24 19:23:56,0.049s,FAILED
"tap(findTestObject(""Object Repository/Customer/Logout/android.widget.Button""), 0)",,,,2022-05-24 19:23:56,2022-05-24 19:23:56,0.038s,PASSED
